R,F,M,C,cluster
2.7,4,187.96,0.0,0
7.9,3,118.95,0.0,0
5.4,3,59.97,0.0,0
5.67,2,469.97,0.0348862,0
5.07,2,71.36,0.0,0
7.5,4,103.93,0.0,0
8.27,2,229.98,0.05769675,0
4.13,3,279.98,0.0,0
5.53,2,499.96,0.08536200000000001,0
4.43,3,119.94,0.06412723332999999,0
6.3,4,495.87,0.04450490000000002,0
7.1,3,108.85,0.0,0
0.73,2,54.23,0.0,0
2.47,2,76.6,0.0,0
6.27,2,332.91,0.045354000000000005,0
1.27,2,25.98,0.0,0
1.7,2,79.94,0.0,0
4.37,2,229.98,0.0,0
1.33,2,216.27,0.0,0
6.77,3,54.67,0.0,0
4.13,3,112.94,0.0904443,0
4.5,2,262.75,0.05435965,0
4.03,2,369.96,0.0,0
5.2,2,126.82,0.04124485,0
0.07,2,54.98,0.1167547,0
2.33,2,239.97,0.055567899999999996,0
3.7,3,105.97,0.0,0
5.7,2,52.88,0.0,0
4.87,2,319.98,0.0294135,0
0.43,4,108.93,0.0,0
6.8,2,77.92,0.0,0
2.73,3,350.41,0.0,0
6.87,2,71.76,0.0,0
6.47,2,746.77,0.0,0
3.87,2,65.32,0.0,0
0.87,2,115.04,0.0,0
0.93,2,134.74,0.0,0
3.9,2,34.94,0.0,0
1.93,5,153.95,0.0,0
4.03,2,149.99,0.0,0
3.2,2,37.02,0.0,0
5.2,2,479.03,0.0,0
6.13,4,350.79,0.0,0
7.0,2,79.98,0.0,0
5.7,2,51.94,0.0,0
3.57,2,239.99,0.0,0
6.43,3,71.25,0.05555556667,0
4.77,2,120.6,0.0,0
3.93,2,45.98,0.0,0
2.43,3,137.97,0.0,0
5.77,2,357.95,0.0,0
0.87,5,143.95,0.00952494,0
6.23,2,31.98,0.0,0
7.37,2,98.1,0.0,0
2.4,3,388.5,0.051282100000000004,0
0.17,2,149.49,0.0,0
6.37,2,243.0,0.0,0
2.0,2,99.98,0.0454597,0
4.87,2,54.98,0.0,0
7.23,2,71.08,0.0,0
4.27,2,499.97,0.060596400000000016,0
1.6,3,35.97,0.0,0
4.83,2,30.41,0.0,0
4.73,2,374.02,0.0,0
4.07,2,87.98,0.0,0
3.73,2,36.96,0.0,0
4.5,2,62.52,0.0,0
6.7,2,34.98,0.0,0
5.5,2,62.98,0.10716835,0
6.77,2,80.45,0.0,0
8.23,2,236.5,0.0,0
0.57,3,102.24,0.04649796667,0
4.87,2,89.3,0.0,0
3.73,2,219.98,0.03125195,0
5.17,2,149.99,0.0,0
1.23,3,38.97,0.0,0
1.27,2,52.45,0.015198099999999999,0
6.67,2,95.04,0.0,0
1.37,6,149.93,0.00877378333,0
3.67,2,19.98,0.0,0
6.2,2,77.36,0.0,0
0.63,2,76.68,0.0,0
2.4,2,104.21,0.0,0
1.17,2,45.98,0.0,0
5.67,2,287.96,0.0,0
2.5,2,130.75,0.0,0
2.87,2,259.98,0.0,0
0.93,2,35.99,0.0,0
6.0,2,99.98,0.02381235,0
6.93,2,172.68,0.0,0
5.93,2,80.97,0.0251467,0
5.43,2,273.97,0.0,0
5.43,2,35.98,0.0,0
6.6,2,379.97,0.0,0
3.53,3,56.97,0.0,0
0.8,2,159.49,0.0,0
5.87,2,287.96,0.03247175,0
6.2,2,9.99,0.0,0
7.33,2,79.98,0.0,0
1.5,3,91.02,0.0,0
7.2,2,53.48,0.0,0
7.9,2,63.54,0.0,0
6.0,2,159.28,0.0,0
4.07,2,48.12,0.0,0
0.17,2,36.98,0.0,0
0.13,2,58.48,0.0,0
3.4,2,87.98,0.0,0
6.47,2,26.98,0.0,0
0.5,2,219.98,0.0,0
3.13,2,64.78,0.00671915,0
6.3,2,87.65,0.0,0
2.23,2,259.0,0.02564105,0
6.0,2,134.98,0.04762575,0
3.73,3,166.96,0.06909756667,0
4.47,2,273.9,0.0,0
1.47,2,69.92,0.0,0
1.0,2,40.97,0.12566455,0
3.67,2,82.88,0.0961662,0
6.5,2,293.97,0.0,0
2.6,2,71.19,0.0,0
2.5,2,53.19,0.0,0
2.83,2,359.86,0.0,0
6.23,3,119.97,0.0,0
0.63,2,48.33,0.0,0
6.53,2,292.98,0.0,0
6.4,2,289.98,0.0,0
3.67,2,59.98,0.0,0
0.83,3,94.46,0.018131099999999997,0
4.67,3,479.96,0.0,0
6.23,2,35.98,0.09680419999999999,0
7.73,3,54.89,0.0,0
0.87,2,83.98,0.0,0
6.3,2,67.04,0.0,0
8.17,2,775.92,0.0,0
1.5,2,40.82,0.0,0
2.43,3,159.76,0.06411080000000001,0
5.83,2,22.46,0.0,0
7.23,2,121.77,0.0,0
4.73,2,44.64,0.0,0
6.53,2,293.97,0.0,0
1.97,3,72.93,0.0,0
3.3,2,56.95,0.0,0
2.47,3,387.62,0.03030303333,0
0.57,2,73.23,0.05720545,0
2.57,2,68.97,0.0,0
4.33,2,139.99,0.0,0
4.4,2,43.98,0.0,0
4.8,2,49.96,0.06550235,0
3.67,2,134.95,0.0,0
3.43,2,58.33,0.0,0
6.6,3,393.48,0.0,0
3.9,2,26.97,0.0,0
0.87,3,214.97,0.0,0
5.1,2,293.97,0.09263305,0
7.83,2,259.96,0.0,0
0.03,5,201.79,0.0,0
1.87,2,124.97,0.0,0
4.07,2,98.96,0.08110475,0
2.67,2,57.98,0.0,0
1.97,4,185.96,0.1155028,0
1.97,2,106.98,0.0737697,0
6.67,2,101.97,0.0,0
5.7,2,34.98,0.04158015,0
3.43,5,189.95,0.01818418,0
1.9,2,149.98,0.0,0
5.93,2,55.66,0.0,0
0.7,2,109.97,0.02381275,0
5.53,2,309.97,0.0,0
1.37,2,81.98,0.0454657,0
7.13,3,82.97,0.07693489999999999,0
3.7,2,563.95,0.03571685,0
4.27,2,112.74,0.023884,0
6.3,2,499.96,0.0882025,0
6.87,2,259.98,0.0,0
2.93,2,127.97,0.02830635,0
6.17,4,389.89,0.115295925,0
6.1,4,135.55,0.0,0
1.97,2,88.98,0.0,0
2.27,2,383.97,0.0,0
6.77,2,75.98,0.0,0
3.4,2,33.78,0.0,0
2.83,4,629.37,0.0,0
0.97,3,92.8,0.0,0
0.07,2,61.76,0.0,0
3.57,2,49.97,0.0,0
4.73,2,82.87,0.0,0
5.3,2,35.46,0.0,0
3.43,2,189.97,0.0,0
3.37,2,58.11,0.0,0
6.0,5,258.26,0.0181328,0
7.53,3,79.95,0.0,0
1.57,3,198.35,0.0,0
2.23,2,204.98,0.0,0
3.87,2,201.97,0.0767192,0
1.67,4,148.65,0.0,0
0.53,3,346.97,0.0,0
1.77,2,76.98,0.0,0
4.67,2,60.98,0.0,0
4.73,3,122.4,0.0,0
0.07,5,100.94,0.08471214,0
4.4,2,15.1,0.0,0
1.77,2,130.79,0.0,0
2.27,2,37.67,0.0,0
6.03,2,319.98,0.0,0
3.37,2,205.15,0.0,0
5.93,3,532.22,0.0,0
3.0,2,66.05,0.0,0
1.8,2,249.85,0.0,0
1.5,2,115.43,0.0,0
3.53,2,117.0,0.0,0
7.5,2,289.09,0.0,0
1.23,2,41.74,0.0,0
3.07,2,199.96,0.0,0
3.37,4,431.92,0.0,0
4.17,3,70.75,0.0,0
0.6,3,438.95,0.06666133333,0
2.0,2,93.35,0.0,0
6.4,2,42.11,0.0,0
4.97,2,44.33,0.0,0
2.5,2,85.75,0.0,0
4.7,2,280.96,0.0,0
0.77,6,276.02,0.0,0
0.93,2,559.98,0.0666689,0
1.57,4,184.96,0.0,0
6.13,2,431.39,0.0,0
1.87,2,9.09,0.0,0
3.4,2,85.98,0.0,0
8.23,2,239.94,0.0,0
5.93,2,79.98,0.0476304,0
6.93,3,107.62,0.0,0
0.5,3,201.95,0.0,0
1.07,3,299.76,0.0,0
5.23,2,25.9,0.0,0
3.0,2,181.95,0.0,0
0.5,2,79.88,0.0,0
3.63,3,106.18,0.027567599999999998,0
5.07,2,287.96,0.0,0
1.43,2,94.99,0.0,0
2.93,2,259.98,0.03571685,0
4.83,2,178.36,0.0,0
3.3,3,182.96,0.07527366667,0
4.37,2,84.84,0.0,0
5.67,2,51.98,0.0,0
2.77,2,69.98,0.0,0
1.93,3,95.97,0.01587773333,0
4.87,2,19.98,0.0,0
0.27,2,33.98,0.04547885,0
4.2,2,92.97,0.0,0
5.13,2,463.96,0.0,0
1.53,2,119.85,0.0,0
6.1,2,44.97,0.0,0
2.43,2,285.97,0.0483902,0
1.0,2,49.16,0.0,0
2.6,3,48.97,0.0,0
2.53,2,159.49,0.0,0
0.03,2,423.76,0.02382235,0
6.67,3,673.94,0.0,0
1.4,2,82.66,0.0,0
0.17,2,56.97,0.0,0
1.93,2,73.15,0.0,0
0.7,2,59.96,0.0,0
6.8,2,23.41,0.0,0
5.17,3,129.68,0.0,0
3.13,2,259.98,0.0,0
0.6,2,115.99,0.0,0
4.07,2,15.98,0.0,0
5.73,5,117.95,0.0,0
4.5,2,279.98,0.0,0
1.2,2,119.97,0.1000178,0
4.97,4,140.96,0.12110610000000001,0
8.0,2,60.97,0.08227465,0
4.27,2,172.34,0.0,0
2.6,3,201.92,0.0,0
2.97,2,19.98,0.0,0
3.8,2,93.94,0.061740699999999996,0
5.47,2,134.09,0.04069765,0
2.13,2,74.97,0.0,0
1.87,2,136.98,0.0,0
6.63,2,40.98,0.0,0
2.93,2,82.98,0.0,0
0.8,3,345.97,0.03448513333,0
3.23,3,45.56,0.0,0
5.87,2,44.8,0.0,0
6.2,2,29.97,0.06527415,0
4.2,3,343.96,0.02381123333,0
2.67,2,32.98,0.0476468,0
1.1,2,33.98,0.0,0
3.3,2,133.83,0.0,0
0.17,2,21.99,0.0,0
1.87,2,53.96,0.0,0
3.37,2,26.9,0.0,0
3.47,2,71.97,0.0,0
2.53,2,59.99,0.0,0
2.9,5,125.92,0.0,0
7.23,2,79.98,0.0,0
1.0,2,149.49,0.0,0
1.0,2,35.31,0.0,0
0.3,2,65.98,0.0652346,0
4.8,2,50.04,0.0,0
1.7,2,99.98,0.0,0
4.6,2,92.98,0.0961662,0
3.93,2,29.99,0.0,0
4.0,2,309.98,0.11061945,0
5.7,2,88.68,0.0,0
4.27,3,471.95,0.05974646667000001,0
2.2,4,116.96,0.0,0
5.57,2,34.65,0.0,0
5.03,2,137.7,0.0,0
5.17,2,76.98,0.0,0
3.0,3,171.74,0.0,0
7.03,2,68.97,0.0,0
2.4,2,166.97,0.0,0
6.23,2,301.96,0.0,0
1.93,2,37.98,0.0,0
2.7,2,19.98,0.0,0
4.1,2,299.98,0.0,0
0.03,2,409.98,0.0454566,0
4.2,2,189.97,0.0,0
6.83,2,239.98,0.0,0
6.6,2,42.22,0.0,0
4.27,2,299.98,0.093501,0
5.9,2,27.55,0.0,0
5.1,2,299.98,0.0,0
5.07,2,118.34,0.0,0
3.63,2,79.98,0.0,0
5.5,2,189.98,0.04762380000000002,0
5.8,3,138.95,0.0,0
3.33,3,89.96,0.02221196667,0
3.17,3,97.85,0.0,0
3.9,2,91.98,0.083342,0
1.27,2,48.98,0.0,0
1.9,2,16.33,0.0,0
1.53,2,54.96,0.0,0
5.57,2,72.86,0.13339345,0
1.47,2,32.99,0.0,0
0.93,2,13.98,0.0,0
6.23,2,229.98,0.0,0
2.87,4,539.96,0.051342825,0
0.73,2,295.6,0.0,0
6.33,2,32.38,0.0,0
2.33,5,192.95,0.0,0
5.97,2,359.89,0.08449965,0
5.53,2,39.94,0.0,0
5.0,4,183.93,0.0,0
6.77,2,27.18,0.0,0
4.93,2,313.03,0.0,0
2.07,3,225.96,0.11979503332999998,0
4.63,3,261.91,0.0,0
3.03,4,529.96,0.016667775,0
5.8,2,303.97,0.0,0
6.93,2,189.98,0.0,0
3.0,2,63.01,0.0,0
7.57,2,649.98,0.0,0
6.07,3,101.97,0.0,0
7.07,2,41.94,0.0,0
5.4,2,58.96,0.0,0
0.0,2,39.13,0.0,0
3.53,2,59.98,0.0,0
2.63,2,42.88,0.0454753,0
1.67,2,159.98,0.0,0
5.83,4,448.68,0.0,0
5.57,2,23.98,0.0,0
6.67,3,440.29,0.0,0
7.77,2,76.52,0.0,0
1.3,2,51.94,0.0,0
7.6,2,343.34,0.0,0
3.67,4,536.33,0.0,0
1.5,5,567.48,0.0,0
6.63,2,246.69,0.0,0
6.7,2,66.06,0.0,0
6.23,3,233.82,0.0,0
1.43,2,59.13,0.0,0
7.63,2,92.61,0.0,0
5.17,2,41.98,0.0,0
1.67,2,13.58,0.0,0
0.2,2,484.97,0.060661400000000004,0
6.47,2,15.48,0.0,0
6.7,2,96.56,0.0,0
3.0,3,98.95,0.0,0
5.73,2,73.98,0.0,0
6.73,3,330.19,0.0,0
1.13,3,214.91,0.0,0
4.77,2,132.98,0.0,0
2.93,2,21.42,0.0,0
4.07,2,269.97,0.04054275,0
6.3,2,291.86,0.1081498,0
3.73,2,91.98,0.0,0
4.47,2,229.98,0.08000639999999999,0
2.6,3,344.94,0.0827891,0
0.0,3,359.95,0.095233,0
6.5,2,225.96,0.0,0
6.57,3,85.77,0.0,0
0.73,5,534.96,0.0,0
6.3,4,665.68,0.0,0
4.93,2,93.15,0.0,0
0.37,3,126.22,0.0,0
6.23,4,196.28,0.0,0
6.23,2,69.62,0.0,0
0.93,3,294.46,0.0,0
3.87,2,71.23,0.0,0
5.03,2,113.54,0.0,0
5.73,2,92.11,0.0,0
0.37,3,87.34,0.0,0
1.7,3,129.21,0.0,0
6.83,2,544.93,0.0,0
4.83,5,184.77,0.0,0
3.57,2,71.74,0.0,0
4.3,2,170.97,0.0,0
7.13,2,90.21,0.0,0
6.0,3,139.42,0.0,0
4.2,2,84.84,0.0,0
1.2,2,165.21,0.0,0
1.3,5,584.17,0.0,0
0.73,2,73.38,0.0,0
1.3,2,68.29,0.0,0
7.77,2,38.0,0.0,0
5.87,2,91.97,0.0,0
7.3,5,127.31,0.0,0
0.03,2,54.98,0.0,0
2.87,3,419.97,0.0222237,0
7.63,2,99.98,0.13303975,0
3.17,2,51.09,0.0,0
1.1,3,400.56,0.0,0
3.73,2,69.98,0.0,0
6.97,2,107.91,0.0,0
1.6,2,28.2,0.0,0
1.93,2,99.98,0.0,0
1.83,3,78.97,0.01587883333,0
4.57,2,29.99,0.0,0
5.77,2,51.96,0.0357398,0
5.97,2,71.87,0.0,0
6.5,3,334.89,0.0,0
7.5,2,51.98,0.0,0
4.67,2,159.98,0.0,0
4.8,2,287.96,0.0,0
0.57,2,69.98,0.04546635,0
4.97,2,21.98,0.0,0
5.17,2,117.99,0.0,0
2.1,2,99.98,0.0,0
0.1,2,109.96,0.0,0
0.93,2,56.98,0.0238147,0
6.43,2,75.97,0.0833472,0
1.53,2,67.88,0.08637605,0
5.77,2,303.97,0.0,0
3.4,2,223.97,0.11112345,0
0.57,3,584.95,0.09950143333,0
1.77,2,57.32,0.0,0
4.53,2,63.98,0.0,0
3.13,2,243.21,0.0,0
4.5,2,59.98,0.0,0
1.97,2,68.97,0.0,0
0.17,4,115.96,0.011906175,0
7.77,2,589.98,0.0,0
2.7,2,39.98,0.0,0
2.43,2,66.19,0.0,0
4.43,3,528.95,0.0,0
2.83,2,137.44,0.0,0
3.5,2,89.98,0.02381275,0
8.07,2,24.26,0.04548635,1
6.07,2,273.97,0.0,0
8.87,3,659.78,0.0,0
5.23,2,104.62,0.0,0
5.37,2,213.97,0.0,0
2.13,2,69.97,0.0,0
5.43,3,371.8,0.0213429,0
6.17,2,29.98,0.1177163,0
4.93,2,41.14,0.0,0
5.9,2,106.3,0.0,0
0.8,2,68.13,0.0,0
3.47,2,139.98,0.0,0
8.0,2,216.97,0.0,0
5.23,2,71.98,0.023815799999999998,0
6.0,3,349.93,0.01587603333,0
3.9,6,283.19,0.0,0
1.5,2,42.98,0.0,0
1.2,3,147.94,0.0,0
4.3,2,83.31,0.0,0
3.1,2,33.95,0.0,0
3.87,2,129.4,0.0,0
5.47,2,59.98,0.0,0
6.3,6,262.13,0.0,0
5.93,2,23.06,0.0,0
0.13,2,59.98,0.0454657,0
4.47,2,91.98,0.02381235,0
5.73,4,106.45,0.034611325,0
8.07,2,303.97,0.032943400000000005,0
2.83,2,50.15,0.0,0
5.63,2,54.92,0.0,0
3.5,2,105.97,0.0,0
7.13,2,184.98,0.0,0
7.57,2,197.36,0.0,0
4.47,2,273.97,0.04717575,0
5.77,2,327.96,0.06614455,0
5.13,2,62.98,0.0,0
2.63,2,63.14,0.0099314,0
0.2,2,519.98,0.038463,0
7.73,3,208.38,0.0,0
2.6,4,127.95,0.0,0
1.33,2,79.98,0.0,0
0.0,2,25.98,0.0,0
2.43,2,17.99,0.0,0
6.07,2,87.68,0.0,0
6.1,2,37.99,0.0,0
1.5,4,107.44,0.0,0
3.37,2,66.0,0.0,0
5.53,2,27.98,0.0,0
5.47,2,281.86,0.0,0
6.4,2,61.94,0.0,0
1.6,2,52.88,0.0,0
0.7,2,559.98,0.0,0
0.67,2,99.98,0.0454597,0
1.63,2,25.98,0.06671115,0
5.83,2,32.98,0.1208372,0
4.57,2,106.51,0.0,0
4.47,2,159.98,0.0,0
5.13,2,233.97,0.0,0
2.73,3,86.97,0.0,0
7.7,2,189.98,0.0,0
2.83,2,126.97,0.0,0
7.2,3,419.97,0.0,0
3.27,2,47.77,0.0,0
0.93,2,31.98,0.0,0
5.33,2,44.97,0.060024,0
6.27,2,84.9,0.0909253,0
0.8,4,133.35,0.0,0
3.3,2,389.97,0.0,0
3.47,2,433.8,0.0,0
0.9,2,219.98,0.0,0
2.43,2,399.89,0.11065050000000001,0
3.83,3,143.13,0.0,0
6.3,4,117.31,0.0,0
2.13,2,124.13,0.0,0
5.47,2,52.98,0.10716835,0
4.87,3,66.84,0.04349176667,0
3.5,3,126.69,0.0,0
0.47,2,166.5,0.0,0
4.57,2,253.92,0.10653265,0
0.13,2,163.99,0.0454587,0
4.8,2,53.98,0.0,0
2.2,2,471.06,0.0,0
6.27,2,30.9,0.0,0
4.23,2,189.93,0.0,0
1.63,4,77.24,0.0,0
6.6,2,209.98,0.0,0
4.57,2,14.98,0.0,0
2.17,2,115.92,0.0,0
6.17,4,753.8,0.0,0
6.6,2,453.16,0.0,0
5.9,2,303.97,0.0,0
6.07,2,299.98,0.0,0
6.13,2,297.96,0.0,0
4.83,2,28.33,0.0,0
6.9,2,71.56,0.0,0
2.23,2,51.67,0.0,0
5.5,4,195.49,0.0,0
3.13,2,24.98,0.0,0
5.13,2,60.3,0.0,0
7.53,2,72.42,0.0,0
2.47,2,30.54,0.0,0
1.53,2,48.18,0.0,0
3.0,2,271.96,0.04717575,0
0.27,2,347.97,0.0,0
5.67,2,40.98,0.0,0
7.77,2,235.98,0.0,0
5.93,2,155.98,0.0,0
2.23,2,45.98,0.0,0
3.37,2,45.88,0.0,0
2.1,2,79.34,0.0,0
1.27,2,64.98,0.0,0
7.9,3,124.35,0.06061826667,0
5.47,2,51.98,0.0,0
7.47,2,200.02,0.0,0
6.7,2,97.44,0.0,0
4.7,3,52.35,0.0,0
2.7,2,59.98,0.12882480000000002,0
7.03,2,159.96,0.0,0
3.8,3,86.32,0.0,0
7.07,2,25.38,0.0,0
5.23,2,30.21,0.0,0
5.33,2,91.98,0.0,0
7.77,2,609.98,0.0,0
6.23,2,41.98,0.0,0
7.23,3,103.97,0.0,0
1.7,2,99.98,0.0454597,0
2.9,3,419.97,0.03030486667,0
2.17,4,261.95,0.0,0
0.13,2,48.27,0.0,0
2.9,2,115.48,0.02381275,0
3.5,2,323.9,0.0,0
1.27,3,80.97,0.0,0
5.73,2,85.71,0.0,0
4.9,2,56.97,0.0,0
6.57,3,300.13,0.0,0
6.27,2,201.87,0.0,0
5.53,3,159.47,0.0,0
0.9,2,37.81,0.0,0
6.47,3,92.56,0.0,0
0.83,2,121.98,0.05661255,0
5.93,2,91.98,0.0,0
4.73,3,329.96,0.05555885,0
3.8,4,425.2,0.0,0
1.17,2,64.97,0.1111605,0
8.03,2,139.71,0.0,0
4.97,3,598.95,0.0,0
5.67,2,199.98,0.051727699999999995,0
6.2,2,222.98,0.0,0
4.97,2,379.98,0.02500125,0
1.07,2,19.98,0.0,0
7.27,2,239.98,0.0,0
7.33,2,95.92,0.0,0
4.63,2,116.97,0.0,0
8.03,2,383.76,0.0,0
6.07,2,135.0,0.0,0
5.5,2,316.52,0.0,0
3.3,2,301.86,0.0,0
3.97,2,230.6,0.0,0
1.77,2,115.75,0.0,0
5.8,2,287.96,0.0,0
2.3,2,106.56,0.0,0
5.8,2,322.53,0.043215199999999995,0
1.23,2,49.98,0.0,0
3.5,2,22.23,0.0,0
1.83,3,239.97,0.07937263333,0
2.7,2,31.02,0.0,0
0.73,2,63.96,0.0,0
2.67,3,403.96,0.0,0
3.57,2,292.41,0.0,0
2.87,2,269.98,0.0,0
2.67,2,106.97,0.07645160000000001,0
6.3,2,309.98,0.058827,0
0.47,2,84.23,0.02386285,0
3.03,2,35.57,0.0,0
0.1,2,51.98,0.0906698,0
5.17,2,89.98,0.0,0
1.63,2,26.13,0.1029866,0
5.47,2,239.98,0.0,0
0.23,2,137.97,0.0,0
2.17,3,64.95,0.0,0
3.57,2,21.98,0.0,0
5.53,2,61.98,0.0,0
7.67,2,270.98,0.0,0
3.9,2,145.19,0.0,0
0.97,2,54.62,0.035714300000000004,0
6.2,3,82.98,0.0,0
2.77,2,360.3,0.0,0
7.6,2,279.98,0.0,0
4.17,3,73.97,0.0,0
6.73,2,279.98,0.03333555,0
1.27,3,77.67,0.0,0
4.5,2,156.96,0.0,0
1.83,2,71.98,0.0,0
0.6,2,131.9,0.0,0
5.1,3,299.98,0.0,0
5.13,2,80.92,0.0,0
1.13,3,144.97,0.0,0
2.17,2,29.97,0.0,0
6.37,2,152.31,0.0,0
0.63,2,384.82,0.0,0
7.63,2,44.65,0.0,0
5.47,2,38.77,0.0,0
3.6,4,187.94,0.0,0
7.93,2,61.98,0.0,1
6.23,2,125.95,0.072535,0
6.57,2,267.96,0.0,0
6.87,3,161.49,0.0,0
2.6,2,119.98,0.0,0
7.2,2,245.96,0.0,0
3.13,4,359.48,0.0,0
1.43,2,49.98,0.0,0
0.33,2,178.44,0.0,0
3.03,2,279.89,0.1206501,0
3.33,2,381.94,0.0,0
7.9,2,319.98,0.0,0
7.1,2,29.15,0.0,0
5.8,2,59.88,0.0,0
1.43,2,38.98,0.0,0
6.8,2,201.86,0.0,0
3.93,2,45.67,0.0,0
7.8,2,144.97,0.0,0
0.0,2,39.98,0.0,0
1.6,4,88.25,0.0,0
0.07,2,217.25,0.04353255,0
3.43,2,87.14,0.0,0
0.27,2,53.58,0.0,0
4.6,2,229.98,0.1153595,0
0.7,3,109.69,0.0,0
0.47,2,441.79,0.0,0
3.7,2,399.89,0.0,0
1.7,2,173.98,0.0,0
0.37,2,132.19,0.0,0
5.77,2,80.98,0.0453973,0
6.83,3,240.0,0.0,0
4.2,3,173.96,0.0,0
5.43,4,146.75,0.0,0
1.77,2,180.46,0.02376465,0
1.67,2,65.0,0.0,0
5.53,6,281.53,0.0,0
7.87,2,34.48,0.0,1
4.03,2,259.98,0.03571685,0
7.4,2,63.05,0.0,0
5.17,2,325.96,0.0,0
2.77,3,249.97,0.055564800000000004,0
6.57,2,75.97,0.08549425,0
2.17,2,66.98,0.06928325,0
1.57,3,87.94,0.0,0
1.73,3,94.03,0.0,0
6.57,2,279.98,0.0,0
2.93,2,51.98,0.0,0
3.67,2,81.98,0.0,0
7.03,2,51.77,0.0,0
2.13,2,41.74,0.0,0
7.17,2,293.97,0.0,0
0.07,2,208.81,0.0766605,0
8.43,2,331.17,0.0,0
2.33,2,130.98,0.0454606,0
6.03,2,99.98,0.0,0
4.23,2,29.99,0.0909366,0
4.8,3,451.95,0.0314505,0
3.77,2,529.96,0.053575300000000006,0
2.53,2,30.33,0.0,0
2.3,2,338.13,0.008173999999999999,0
6.53,2,247.98,0.0,0
3.13,2,209.99,0.0,0
1.47,2,56.61,0.0,0
2.6,2,15.98,0.0,0
2.07,2,47.65,0.12967915,0
6.3,2,253.97,0.03472705,0
7.23,2,286.99,0.0,0
5.23,4,517.94,0.0,0
4.03,3,116.96,0.0,0
3.13,3,138.94,0.0,0
5.97,2,55.77,0.02385045,0
4.4,2,188.96,0.08244585,0
1.4,2,49.28,0.0,0
0.03,2,99.98,0.0454597,0
6.27,2,187.49,0.0,0
3.83,2,42.28,0.0,0
0.83,3,163.94,0.0,0
5.6,2,93.4,0.0,0
5.6,2,54.92,0.0,0
3.13,2,112.28,0.0,0
7.53,2,71.96,0.022891099999999998,0
1.17,2,36.6,0.0,0
0.6,2,31.47,0.0,0
0.33,2,179.48,0.0,0
6.57,2,425.94,0.02481175,0
0.97,2,165.76,0.07776275,0
4.57,2,274.98,0.03125195,0
3.27,2,598.92,0.0,0
4.27,3,89.57,0.0,0
6.53,2,247.98,0.0,0
4.47,2,59.99,0.0,0
0.6,2,55.98,0.0,0
7.97,2,95.97,0.0,0
6.17,2,40.98,0.0,0
1.2,2,88.06,0.0,0
5.53,2,139.89,0.0,0
4.07,2,199.99,0.0,0
3.27,2,299.98,0.03125195,0
5.03,2,159.98,0.0,0
4.27,3,229.97,0.0,0
3.53,2,93.98,0.0,0
4.5,2,539.96,0.0,0
0.17,3,61.46,0.0,0
7.6,2,357.82,0.0,0
4.53,2,279.98,0.0,0
3.0,2,259.98,0.0,0
3.6,2,39.98,0.0,0
4.97,2,95.63,0.02166845,0
6.4,2,53.65,0.09215885,0
4.83,2,39.99,0.0,0
7.73,2,218.98,0.0,0
1.27,2,23.98,0.0,0
0.4,2,204.98,0.0,0
4.73,2,39.98,0.0,0
2.47,5,647.1,0.0,0
4.07,4,133.97,0.0303058,0
6.5,2,239.98,0.0,0
2.97,2,41.0,0.0237413,0
0.87,4,247.93,0.01407635,0
0.8,2,65.98,0.0,0
6.67,2,84.45,0.0,0
3.8,2,79.1,0.0,0
2.53,2,124.98,0.0,0
0.2,3,61.88,0.0,0
0.23,4,80.29,0.0,0
7.83,2,25.48,0.0,1
6.83,2,41.89,0.0,0
7.1,2,34.07,0.0,0
1.5,2,173.99,0.0283019,0
6.7,2,122.92,0.0,0
6.5,4,131.45,0.0,0
3.13,3,50.97,0.031763799999999995,0
5.57,2,27.38,0.0,0
6.53,2,32.98,0.0,0
8.37,3,527.98,0.01506986667,0
2.07,2,73.98,0.0,0
2.23,4,518.0,0.012820525,0
5.73,3,357.95,0.0,0
6.03,2,95.17,0.12534289999999998,0
7.2,2,40.98,0.0,0
5.53,2,194.98,0.05556175,0
2.23,2,137.98,0.0,0
0.53,3,119.97,0.0,0
6.3,2,19.99,0.0,0
7.23,2,122.98,0.0,0
4.97,2,287.96,0.0,0
2.7,2,56.08,0.0,0
2.6,2,43.14,0.0,0
5.37,2,35.09,0.0,0
3.63,2,79.3,0.0,0
9.07,3,364.97,0.0995469,0
5.43,3,32.65,0.0,0
0.9,2,42.78,0.0454753,0
8.0,2,47.89,0.02387095,1
4.27,3,399.97,0.02381123333,0
2.4,2,59.98,0.0,0
0.33,2,52.45,0.08336005,0
1.97,2,65.98,0.0833544,0
5.03,3,126.95,0.0997778,0
1.2,3,264.91,0.0,0
4.53,2,279.98,0.0,0
3.87,2,383.98,0.0728827,0
2.23,3,740.75,0.0,0
1.07,4,509.9,0.0,0
4.73,2,269.95,0.0952517,0
1.8,2,43.63,0.0,0
5.0,2,82.71,0.0,0
1.6,2,259.0,0.0,0
5.7,2,139.15,0.0,0
2.5,2,57.08,0.0,0
0.8,2,78.18,0.0,0
6.47,2,271.76,0.0,0
6.87,2,155.78,0.0,0
3.6,3,57.97,0.0,0
1.87,2,73.48,0.07636695,0
7.57,5,341.46,0.0,0
4.6,2,149.98,0.0,0
4.6,2,59.06,0.0,0
6.6,2,91.94,0.0,0
0.47,2,29.99,0.0,0
3.6,2,296.16,0.0,0
