R,F,M,C,cluster
0.3,2,228.87,0.0559034,0
2.13,2,305.99,0.0,0
4.93,2,83.97,0.00626565,0
7.03,2,153.98,0.0454599,0
0.03,2,69.32,0.0,0
1.67,2,87.98,0.0,0
3.1,3,103.21,0.0,0
2.8,2,309.97,0.1312389,0
4.93,2,93.97,0.0674447,0
4.87,2,139.98,0.0,0
2.67,2,54.97,0.0,0
4.43,3,137.3,0.0,0
2.0,4,379.97,0.0,0
2.03,2,59.98,0.0454683,0
0.5,2,23.98,0.0,0
5.67,2,79.44,0.0,0
7.13,2,203.97,0.0,0
6.1,2,73.88,0.04534825,0
0.27,2,51.98,0.0,0
0.1,2,89.97,0.0,0
1.03,2,11.98,0.0,0
0.1,3,89.97,0.0,0
2.77,2,53.98,0.0,0
3.6,2,46.47,0.0,0
1.63,2,119.97,0.0,0
2.87,3,276.99,0.0,0
6.0,2,51.98,0.0,0
8.4,5,211.85,0.0,0
0.33,2,74.93,0.0,0
7.37,2,146.1,0.0,0
4.6,2,17.98,0.0,0
6.67,2,182.36,0.0,0
4.13,2,53.85,0.0714971,0
6.17,3,32.93,0.0,0
7.13,2,25.98,0.0,0
6.23,2,20.78,0.0,0
5.6,2,42.22,0.0,0
0.9,2,163.98,0.0,0
2.07,3,396.97,0.0,0
4.03,2,199.98,0.0,0
0.47,3,144.96,0.0,0
3.4,2,318.01,0.0,0
5.23,2,15.63,0.0,0
4.2,2,34.07,0.0,0
6.2,2,64.11,0.0,0
2.57,2,25.98,0.0,0
5.37,2,313.97,0.0,0
0.27,2,87.2,0.0,0
1.5,2,59.49,0.0,0
6.53,2,611.97,0.0,0
5.6,3,78.97,0.0,0
5.87,2,389.97,0.040003199999999996,0
5.6,2,65.98,0.0,0
5.57,2,64.19,0.0,0
2.73,5,426.06,0.0,0
5.57,3,409.95,0.0,0
6.2,2,233.99,0.0,0
6.53,5,260.23,0.0,0
4.13,2,169.98,0.1052742,0
4.57,2,159.99,0.0,0
5.63,2,761.96,0.0,0
6.27,2,224.98,0.0651883,0
3.03,2,20.27,0.0,0
2.13,3,304.94,0.0,0
6.37,2,0.0,0.0,0
5.23,2,50.76,0.0,0
5.93,2,108.3,0.0,0
7.07,2,77.94,0.023749,0
4.07,3,411.35,0.0,0
6.6,2,179.98,0.0,0
5.1,2,21.34,0.0,0
1.4,2,98.0,0.0,0
4.53,2,75.96,0.0,0
1.3,3,85.97,0.0,0
2.67,2,52.98,0.0,0
5.63,2,309.96,0.05208765,0
7.87,3,113.75,0.0,0
2.47,2,249.96,0.0,0
3.13,2,258.9,0.0,0
3.63,2,229.98,0.1153935,0
3.07,3,76.97,0.0,0
6.47,2,49.48,0.0,0
1.5,2,109.97,0.045462800000000005,0
7.13,2,128.62,0.04547865,0
5.7,2,74.7,0.0,0
0.53,4,157.85,0.09227035,0
6.57,2,559.96,0.0,0
1.1,2,119.98,0.056612699999999995,0
5.17,2,87.9,0.0,0
4.33,3,279.97,0.0,0
6.3,3,92.82,0.11309313332999996,0
0.17,2,89.97,0.0,0
2.27,2,50.85,0.012523399999999999,0
7.13,2,33.95,0.0,0
4.8,2,295.98,0.0,0
4.3,3,154.72,0.0,0
4.9,2,33.78,0.0,0
3.5,2,259.98,0.03571685,0
0.87,3,113.97,0.043483,0
7.07,2,253.97,0.0,0
0.63,3,100.37,0.0,0
2.27,2,66.5,0.0,0
3.03,2,488.85,0.0,0
4.33,2,50.23,0.0,0
3.8,2,79.29,0.0,0
1.7,2,112.99,0.0,0
4.23,2,209.99,0.0,0
8.03,3,140.06,0.0,0
5.23,2,547.94,0.0,0
4.17,2,59.53,0.0,0
1.97,2,99.98,0.0,0
2.1,2,89.98,0.0,0
0.5,2,31.98,0.0,0
0.17,2,72.89,0.0,0
4.6,3,33.97,0.0735673,0
1.07,5,318.14,0.0,0
6.73,2,32.55,0.0,0
4.2,3,299.96,0.0,0
5.47,2,103.13,0.0,0
3.73,5,469.94,0.03158228,0
6.07,2,79.98,0.0,0
4.17,2,329.97,0.0526371,0
6.3,2,509.96,0.0813913,0
5.3,3,227.0,0.0,0
4.3,2,139.98,0.0,0
5.73,2,114.25,0.0,0
4.57,2,159.99,0.0,0
5.0,2,29.51,0.0,0
1.3,2,70.52,0.0,0
2.2,5,210.21,0.0,0
0.53,2,275.9,0.0,0
2.8,3,116.96,0.043923199999999996,0
5.73,2,77.08,0.0,0
0.57,2,27.98,0.04548635,0
0.03,2,34.98,0.04547885,0
6.4,3,257.97,0.0,0
6.9,2,279.98,0.0,0
6.17,2,62.98,0.0,0
7.1,3,636.92,0.0,0
2.43,2,49.98,0.0,0
6.97,2,36.97,0.0,0
0.6,2,35.98,0.0,0
4.57,2,559.96,0.0,0
2.2,3,62.86,0.0,0
0.7,2,199.96,0.10628495,0
4.0,2,234.97,0.0,0
7.87,2,35.98,0.0,1
0.23,2,78.84,0.0,0
2.93,2,38.97,0.0,0
7.77,2,61.94,0.0,0
4.67,3,62.56,0.0,0
6.63,2,65.94,0.0476603,0
7.73,2,293.97,0.0,0
2.23,3,210.3,0.0,0
1.8,2,81.28,0.0,0
6.2,2,189.97,0.0,0
3.1,2,285.94,0.0,0
5.2,3,115.97,0.0,0
3.8,2,67.99,0.0,0
3.13,2,268.91,0.0,0
1.4,2,54.93,0.0,0
4.97,2,41.96,0.0,0
5.33,3,275.96,0.03030696667,0
4.87,2,52.69,0.0,0
5.97,2,281.9,0.0,0
1.57,2,119.97,0.0,0
6.0,2,213.97,0.03247175,0
4.13,2,60.46,0.0,0
3.67,2,75.99,0.0,0
5.47,2,22.54,0.0,0
3.23,2,262.31,0.03614545,0
4.87,2,399.98,0.06926725,0
6.3,2,65.98,0.0,0
1.17,2,32.98,0.0,0
4.7,2,109.12,0.0,0
3.13,2,135.98,0.0,0
4.23,2,239.98,0.0,0
5.87,2,50.46,0.0,0
5.97,3,64.58,0.0,0
4.77,3,458.09,0.0,0
1.97,3,77.97,0.08302260000000003,0
4.53,2,259.98,0.0,0
5.1,2,39.98,0.0,0
2.87,2,96.47,0.0,0
6.13,3,433.96,0.0,0
0.0,2,34.72,0.0,0
2.8,2,297.46,0.0,0
5.87,2,149.98,0.04546045,0
0.4,2,38.98,0.0,0
3.77,2,117.95,0.0,0
4.67,2,273.97,0.08419945,0
2.5,2,43.6,0.0,0
5.67,2,25.98,0.0,0
1.77,2,53.98,0.0,0
4.17,2,171.98,0.0,0
2.93,2,159.98,0.11112349999999999,0
3.53,3,175.97,0.0,0
5.53,2,27.98,0.0,0
5.37,2,85.97,0.1258789,0
3.0,2,65.96,0.0,0
3.9,2,93.01,0.0,0
4.17,2,71.98,0.0,0
1.57,3,208.48,0.0,0
4.4,2,83.57,0.0,0
3.23,2,143.97,0.0,0
6.23,2,299.98,0.0,0
3.9,3,479.94,0.0,0
3.13,2,65.98,0.1304692,0
0.1,3,83.96,0.0,0
1.73,2,23.98,0.0,0
2.27,2,127.98,0.0,0
3.33,2,75.98,0.0,0
2.43,2,103.98,0.0,0
1.27,2,119.98,0.056612699999999995,0
2.23,2,76.0,0.0,0
3.2,2,39.99,0.0,0
3.8,2,289.98,0.0,0
0.77,2,87.94,0.0,0
0.13,2,75.99,0.0,0
0.5,2,19.98,0.0,0
8.07,2,189.98,0.0,0
0.07,2,221.2,0.0,0
2.9,2,60.92,0.0,0
1.07,2,78.54,0.0,0
5.4,2,429.96,0.0,0
7.1,2,36.94,0.06524105,0
6.5,4,585.95,0.0,0
6.0,4,206.35,0.0,0
6.2,2,158.04,0.0,0
0.37,2,38.13,0.0,0
5.37,3,107.78,0.0,0
5.47,2,29.98,0.0,0
5.97,2,81.98,0.0,0
6.2,2,263.97,0.04717575,0
1.1,2,74.99,0.0,0
4.5,2,64.99,0.0,0
2.33,2,46.93,0.0444006,0
2.63,2,59.98,0.0,0
6.63,2,293.97,0.0,0
7.0,3,385.94,0.0,0
5.9,3,35.14,0.0,0
2.23,2,204.98,0.08337965,0
7.8,2,559.98,0.0,0
5.67,2,41.04,0.08264465,0
7.67,2,33.2,0.0,0
6.53,3,295.96,0.0,0
1.53,2,73.86,0.0,0
1.1,2,559.98,0.0,0
5.83,3,105.46,0.0,0
5.23,2,272.03,0.0,0
0.9,2,279.99,0.0,0
0.1,4,97.96,0.0,0
3.93,2,55.98,0.0,0
3.97,3,56.97,0.0,0
4.67,2,25.98,0.04548635,0
3.7,2,32.88,0.0,0
4.07,3,409.97,0.0,0
4.03,2,37.95,0.0,0
6.63,2,51.54,0.0,0
2.53,2,279.98,0.0,0
6.4,2,289.98,0.0,0
6.33,2,79.98,0.0,0
4.53,2,647.06,0.0,0
6.37,3,439.97,0.0,0
1.23,2,63.97,0.0,0
2.07,2,111.98,0.0,0
3.3,3,30.97,0.0,0
1.73,2,59.0,0.0,0
4.23,2,159.98,0.08581075,0
6.23,2,53.98,0.0,0
4.2,5,282.21,0.03997404,0
1.73,3,167.95,0.13614416667,0
4.47,2,25.98,0.0,0
5.77,3,99.86,0.0822409,0
1.33,2,58.7,0.0,0
0.3,2,46.98,0.0,0
3.67,2,299.98,0.0,0
5.43,2,23.98,0.0,0
7.6,2,149.98,0.0,0
0.1,2,99.98,0.0,0
5.23,2,273.97,0.0,0
5.73,2,287.96,0.0,0
5.93,2,131.96,0.0,0
0.7,2,179.94,0.0,0
2.03,2,62.97,0.0,0
5.3,2,88.57,0.0,0
6.47,2,261.97,0.0,0
0.53,3,91.91,0.0,0
6.3,3,382.97,0.0,0
1.73,2,59.98,0.0,0
3.73,2,89.98,0.0,0
3.23,2,46.32,0.0,0
4.47,5,181.92,0.0186846,0
7.63,2,26.64,0.0,0
7.33,2,290.94,0.0,0
1.97,2,119.98,0.0,0
6.77,5,80.54,0.01818682,0
7.77,4,182.96,0.0,0
1.87,2,42.94,0.045531199999999994,0
5.87,3,55.25,0.0,0
6.03,2,53.75,0.0,0
5.2,2,65.98,0.0238171,0
5.5,2,439.97,0.0,0
3.67,2,140.56,0.0,0
5.8,2,33.81,0.0,0
3.67,3,59.28,0.0,0
6.17,2,30.98,0.0,0
2.5,3,67.95,0.10251743333,0
1.73,2,85.93,0.0,0
3.1,2,109.37,0.036920999999999995,0
6.83,2,127.88,0.0,0
3.8,2,40.99,0.0,0
3.33,2,414.4,0.0,0
2.8,2,47.98,0.0,0
4.4,2,79.98,0.0,0
2.63,3,83.26,0.0,0
5.97,2,403.96,0.058827,0
2.83,4,211.95,0.011906175,0
5.9,3,63.96,0.0,0
0.43,2,53.98,0.0,0
7.27,2,64.72,0.0,0
5.63,2,479.97,0.0454566,0
4.33,4,132.24,0.0,0
1.3,2,44.58,0.0,0
1.93,4,228.83,0.0,0
4.57,4,116.71,0.0,0
3.47,2,25.98,0.0,0
2.83,2,59.98,0.0,0
3.33,2,149.98,0.1176609,0
2.2,2,51.98,0.0,0
1.13,3,32.49,0.0,0
6.8,2,139.98,0.0,0
3.23,3,55.84,0.0,0
6.5,2,204.01,0.0,0
5.4,2,97.98,0.0,0
6.1,2,319.98,0.0,0
5.77,2,102.94,0.0,0
1.83,2,46.47,0.0,0
2.7,2,65.96,0.0,0
1.73,5,365.87,0.10330964,0
2.6,3,43.05,0.0,0
7.53,2,83.97,0.0,0
0.8,2,89.98,0.0,0
3.83,3,56.46,0.0,0
1.3,2,33.98,0.0,0
1.43,2,74.06,0.0103278,0
2.6,2,73.15,0.0,0
4.47,2,139.98,0.0,0
1.17,2,48.73,0.0,0
0.17,2,229.1,0.0,0
5.33,2,39.86,0.0,0
2.87,3,175.87,0.0,0
7.4,3,36.89,0.0,0
6.23,2,35.7,0.0,0
4.13,2,62.98,0.0,0
7.33,2,128.77,0.0,0
6.3,2,63.37,0.0,0
7.67,2,59.38,0.0,0
7.67,2,32.69,0.0,0
6.8,2,154.94,0.0,0
6.0,2,98.96,0.0,0
0.63,2,97.34,0.0,0
6.57,2,191.2,0.0,0
6.8,2,34.88,0.0,0
7.33,2,260.24,0.0,0
7.23,3,13.54,0.0,0
7.17,2,184.95,0.0,0
0.1,3,729.43,0.0,0
7.33,3,71.3,0.0,0
1.7,2,81.1,0.0,0
2.7,2,57.44,0.0,0
4.87,2,38.47,0.0,0
3.43,6,236.7,0.0,0
3.03,2,127.91,0.0,0
7.63,2,46.99,0.0,0
0.0,3,48.97,0.0,0
5.47,4,259.78,0.0,0
0.4,2,159.16,0.0,0
7.97,3,136.44,0.0,0
3.9,3,505.2,0.0,0
2.37,2,359.97,0.0594572,0
1.07,3,404.22,0.0,0
5.37,2,299.96,0.0,0
4.7,3,339.95,0.04167186667,0
3.77,2,260.5,0.0454351,0
7.77,2,163.98,0.0,0
5.6,2,342.97,0.08749625,0
1.73,2,259.98,0.0714337,0
6.2,2,101.98,0.0,0
3.8,5,423.79,0.0181322,0
4.9,3,88.9,0.0,0
5.43,4,88.92,0.0,0
2.43,2,49.98,0.0198527,0
0.77,2,0.0,0.0,0
5.6,3,113.07,0.0,0
4.57,2,149.98,0.0,0
4.17,2,39.98,0.0,0
1.5,2,204.8,0.05561735,0
8.0,2,119.98,0.0,0
6.33,2,239.98,0.13634295,0
0.7,3,499.93,0.01389003333,0
1.2,2,26.93,0.0,0
4.13,2,119.97,0.0,0
7.8,2,102.31,0.0,0
0.63,3,98.37,0.0,0
6.7,2,51.68,0.0,0
6.4,3,125.93,0.10870123333,0
5.43,3,61.98,0.06666666667,0
3.23,6,240.2,0.0,0
0.83,2,162.27,0.0,0
1.57,2,269.89,0.0,0
3.93,2,88.32,0.0,0
0.63,2,61.48,0.0,0
4.83,4,437.96,0.067214525,0
7.87,2,16.48,0.0,1
0.53,4,274.0,0.0,0
5.13,3,38.38,0.0,0
3.27,2,107.35,0.0,0
6.13,2,60.61,0.0,0
0.63,2,103.98,0.0,0
7.7,3,170.5,0.0,0
0.3,2,481.85,0.0251358,0
3.57,2,489.98,0.06520455,0
2.9,2,171.96,0.0,0
0.73,3,203.23,0.0,0
2.57,2,79.99,0.0,0
3.17,3,479.96,0.07689349999999999,0
2.03,2,70.94,0.0,0
3.97,4,142.93,0.109605375,0
5.97,2,94.37,0.0,0
6.13,2,53.98,0.0,0
4.43,2,11.98,0.04483285,0
5.6,4,683.94,0.058974475,0
5.97,2,193.9,0.0,0
1.57,2,171.34,0.0,0
7.07,3,215.97,0.0,0
4.6,3,309.97,0.0,0
2.8,2,131.98,0.0,0
6.8,3,42.31,0.0,0
1.07,2,62.98,0.0,0
4.07,2,45.98,0.0,0
5.5,2,113.96,0.0,0
5.17,3,106.97,0.0,0
0.37,2,41.98,0.0,0
5.73,3,431.94,0.0,0
2.47,2,113.07,0.0,0
5.27,3,627.94,0.0,0
1.73,2,37.98,0.0,0
1.53,2,173.47,0.10310339999999996,0
6.57,2,31.7,0.0,0
5.83,2,64.68,0.0,0
1.1,4,56.43,0.0,0
7.47,2,73.55,0.0,0
5.43,3,751.42,0.0,0
6.2,2,344.98,0.0,0
3.53,2,148.96,0.0,0
6.67,2,29.24,0.0,0
4.3,6,132.2,0.0,0
1.9,2,59.98,0.047331599999999995,0
2.8,3,137.2,0.0,0
5.97,2,37.48,0.0,0
7.47,5,231.84,0.0,0
7.7,2,19.98,0.0,0
4.03,2,97.98,0.0,0
5.93,3,289.87,0.0,0
3.33,2,209.98,0.1250104,0
7.07,2,53.49,0.0,0
7.0,2,53.98,0.0,0
0.93,2,90.84,0.0,0
6.77,2,491.96,0.0,0
7.57,3,160.97,0.0,0
7.13,5,329.31,0.0,0
5.73,2,131.97,0.1316394,0
1.07,2,30.88,0.0,0
4.87,3,133.95,0.12885413332999998,0
6.1,2,229.96,0.0,0
6.7,3,224.86,0.0302798,0
6.7,2,243.47,0.0,0
6.5,2,199.96,0.0,0
7.1,2,14.98,0.0,0
7.9,2,92.97,0.0,0
4.73,2,149.98,0.0,0
2.6,2,46.68,0.0,0
0.6,2,98.62,0.0,0
0.2,2,26.97,0.0,0
1.67,3,272.93,0.013484266669999998,0
2.13,2,104.98,0.0454597,0
5.63,2,183.95,0.09753675,0
7.17,2,27.88,0.0,0
1.8,2,20.43,0.0,0
8.37,4,116.97,0.0,0
6.13,2,75.93,0.0,0
2.33,2,429.98,0.09086810000000001,0
1.6,2,164.98,0.0,0
0.73,4,404.95,0.106735,0
6.0,2,23.65,0.0,0
1.23,2,204.5,0.0,0
3.17,3,149.98,0.0,0
3.33,2,17.98,0.0,0
6.8,2,139.98,0.1250156,0
6.77,2,63.98,0.0,0
2.97,2,46.96,0.0,0
7.17,2,194.94,0.0,0
7.63,3,65.97,0.0,0
5.03,2,65.98,0.0,0
7.73,2,44.04,0.0,0
7.3,3,43.36,0.0,0
1.1,2,389.96,0.0569534,0
6.0,2,36.11,0.0,0
0.07,2,112.0,0.0,0
0.5,3,57.02,0.0,0
3.83,3,95.97,0.0,0
3.0,2,700.87,0.0,0
6.47,4,80.96,0.0,0
0.57,3,177.98,0.0,0
2.23,2,379.96,0.0,0
4.23,2,128.89,0.1348189,0
4.6,2,279.98,0.0,0
1.9,4,45.78,0.0,0
8.13,2,196.9,0.0,0
6.2,2,40.98,0.0,0
6.4,2,449.96,0.07143265,0
1.9,2,53.98,0.0,0
5.17,2,79.8,0.08333335,0
1.2,2,81.12,0.0,0
0.1,2,28.21,0.0,0
2.17,2,157.02,0.0,0
6.4,2,36.98,0.0,0
0.87,4,168.95,0.0,0
5.03,2,209.94,0.0,0
5.2,3,79.97,0.0,0
1.93,3,130.37,0.0769762,0
0.1,2,75.18,0.02749925,0
4.0,2,65.98,0.0,0
5.27,2,59.98,0.0,0
5.23,3,101.97,0.0,0
7.67,2,252.88,0.0,0
5.07,2,202.94,0.0,0
1.97,2,74.95,0.0,0
4.27,3,403.96,0.02381123333,0
1.9,2,259.98,0.0,0
4.5,2,26.98,0.0,0
4.27,2,479.98,0.0,0
2.03,3,17.64,0.0,0
0.67,2,52.32,0.0,0
4.2,2,46.15,0.0237849,0
3.6,2,140.97,0.02381435,0
3.13,2,116.38,0.0,0
1.6,2,279.99,0.0,0
7.37,2,97.44,0.0,0
7.4,2,58.62,0.0,0
7.6,2,145.47,0.0,0
4.43,5,513.76,0.0,0
0.83,2,107.98,0.0,0
1.67,2,425.97,0.0,0
2.03,6,122.84,0.0303134,0
6.33,2,179.97,0.038473400000000005,0
5.67,3,35.97,0.0,0
3.17,2,61.46,0.0,0
5.53,2,219.97,0.02381235,0
3.37,2,134.05,0.0,0
5.67,2,83.14,0.0,0
6.7,2,202.93,0.0,0
3.17,2,53.55,0.04851605,0
7.2,2,86.75,0.0,0
3.47,2,85.97,0.0,0
1.53,4,263.93,0.022739425,0
6.0,2,42.89,0.0,0
1.1,2,18.99,0.0,0
6.33,2,99.98,0.0,0
2.83,2,39.98,0.0,0
5.77,2,189.98,0.0,0
2.3,2,63.98,0.0238166,0
1.6,2,43.79,0.0,0
5.1,2,155.34,0.0,0
1.3,2,197.5,0.0,0
0.43,2,268.96,0.0,0
5.5,2,45.37,0.0,0
0.23,2,33.98,0.0,0
0.1,2,41.98,0.0,0
7.47,4,42.34,0.0,0
3.8,2,53.23,0.02902785,0
3.2,2,109.97,0.0,0
0.97,2,421.9,0.0,0
3.8,2,40.04,0.0,0
4.4,2,62.29,0.0,0
1.2,2,113.9,0.10550025,0
5.8,2,289.98,0.045457300000000006,0
0.43,2,99.98,0.02381235,0
4.07,2,303.97,0.0,0
4.03,2,99.98,0.02381235,0
1.17,2,112.97,0.03967455,0
8.07,2,468.0,0.0,0
0.27,2,41.46,0.0844651,0
6.53,2,51.79,0.0,0
2.7,2,24.99,0.0,0
6.53,2,40.98,0.06526105,0
4.83,2,254.58,0.0,0
2.27,2,91.47,0.0,0
6.07,3,186.14,0.03033773333,0
4.6,2,42.22,0.0,0
3.63,2,305.93,0.01143435,0
7.03,2,38.97,0.0,0
0.47,4,76.96,0.0,0
2.27,3,100.95,0.03030853333,0
6.63,2,54.48,0.0,0
6.47,2,299.98,0.11111769999999999,0
7.63,3,152.57,0.04979773333,0
5.87,3,417.95,0.0,0
3.87,2,77.97,0.0,0
6.67,2,174.98,0.11446885,0
3.27,2,17.98,0.0,0
5.77,2,474.22,0.03040795,0
5.87,2,177.32,0.0,0
4.0,2,113.98,0.0,0
6.17,2,275.03,0.0,0
6.83,2,173.96,0.02375565,0
1.87,2,173.98,0.0454219,0
8.03,2,96.97,0.0,0
5.9,2,25.9,0.0,0
7.0,2,117.98,0.0,0
6.3,2,424.78,0.0,0
0.8,3,253.96,0.043486300000000006,0
1.8,2,159.0,0.0,0
2.47,2,24.26,0.0,0
1.5,2,234.98,0.0,0
3.7,2,39.98,0.0,0
5.33,2,14.99,0.0,0
1.47,3,57.84,0.0,0
7.1,2,63.32,0.0,0
2.07,2,47.98,0.0454683,0
1.3,2,159.98,0.0,0
0.4,2,33.05,0.0,0
2.47,2,23.84,0.0,0
4.1,2,23.99,0.0,0
6.57,2,247.98,0.0,0
0.33,2,35.09,0.0,0
1.43,6,285.87,0.0,0
1.37,2,82.97,0.0663077,0
5.33,2,26.53,0.0,0
5.6,3,135.13,0.0,0
6.67,2,399.96,0.0,0
6.17,2,39.98,0.0,0
3.87,2,14.98,0.0,0
5.1,2,213.97,0.04717575,0
4.5,2,213.97,0.06243765,0
5.9,3,417.95,0.0,0
4.6,2,47.83,0.0,0
3.4,2,388.99,0.0,0
1.3,2,128.98,0.0,0
5.57,2,84.23,0.0,0
5.83,2,287.96,0.0,0
4.87,2,39.98,0.0,0
1.97,2,71.55,0.0,0
3.8,2,307.97,0.03125195,0
3.13,3,403.96,0.0,0
5.2,2,240.98,0.0,0
7.2,2,62.97,0.0,0
4.97,2,99.98,0.0,0
0.57,2,600.42,0.0,0
4.83,3,73.99,0.0,0
6.2,2,65.7,0.0,0
4.77,2,289.97,0.0,0
6.33,2,299.98,0.117654,0
0.8,2,62.99,0.0,0
8.0,2,140.97,0.01219765,0
3.3,3,768.44,0.0,0
0.5,2,91.96,0.0,0
1.23,3,45.97,0.04349716667,0
3.33,3,150.72,0.00494133333,0
5.37,3,122.97,0.0303074,0
2.77,2,149.98,0.0,0
2.57,2,63.09,0.0,0
1.93,2,52.56,0.0,0
1.8,2,30.08,0.0,0
3.57,2,259.98,0.03571685,0
7.67,3,399.97,0.0,0
3.83,2,213.97,0.0,0
3.03,2,66.76,0.0,0
4.47,4,118.96,0.0,0
0.03,2,99.99,0.0909174,0
3.93,2,85.97,0.0,0
3.5,3,174.97,0.0,0
2.03,2,55.97,0.0,0
7.9,2,43.96,0.0,1
5.87,2,39.98,0.0,0
6.03,4,657.93,0.0,0
6.9,2,239.98,0.0,0
1.9,2,53.8,0.0,0
5.63,2,178.06,0.0,0
2.9,2,299.98,0.0,0
5.43,2,29.95,0.0,0
7.33,2,30.43,0.0,0
5.13,2,51.98,0.0,0
3.83,2,144.1,0.0,0
2.6,2,122.78,0.0,0
4.03,2,259.98,0.0,0
5.97,2,58.87,0.0453884,0
6.37,2,36.88,0.0475236,0
7.6,2,253.97,0.0,0
2.57,3,124.96,0.02837483333,0
2.77,2,60.68,0.0,0
2.7,2,76.97,0.0,0
1.27,2,100.97,0.0,0
2.83,3,389.97,0.0,0
3.3,2,232.27,0.0,0
5.27,2,50.98,0.0,0
3.87,2,30.49,0.0,0
3.47,2,263.97,0.0,0
2.07,2,59.98,0.0238166,0
4.6,2,260.27,0.0,0
2.07,2,128.98,0.0,0
5.53,2,54.27,0.0750395,0
0.13,2,91.98,0.02381235,0
5.97,2,589.98,0.0,0
6.7,2,481.99,0.0145631,0
2.3,2,23.2,0.0,0
4.73,2,275.05,0.0,0
1.5,2,67.89,0.0,0
6.9,2,138.0,0.0,0
3.57,2,44.48,0.0,0
2.7,2,87.25,0.0,0
5.17,2,124.52,0.0,0
3.77,2,198.97,0.0,0
4.7,2,70.95,0.0,0
4.07,2,389.97,0.03571685,0
8.17,2,265.96,0.0,0
4.03,6,49.94,0.0,0
6.07,2,305.44,0.0,0
6.53,2,65.98,0.0,0
3.03,2,41.28,0.0454753,0
4.6,5,299.88,0.0,0
2.47,4,43.95,0.0,0
5.73,2,34.98,0.0,0
2.27,2,47.65,0.11541130000000001,0
5.4,2,38.98,0.08337965,0
6.27,2,249.98,0.0,0
1.43,2,82.49,0.0,0
5.6,2,178.96,0.11208305,0
6.27,2,309.46,0.0,0
1.97,3,111.96,0.0,0
0.2,3,224.93,0.04100336667,0
1.7,2,49.75,0.0,0
0.17,2,54.62,0.0,0
2.57,2,117.47,0.0,0
6.83,2,239.98,0.0,0
4.4,3,125.97,0.0303122,0
3.8,5,217.07,0.0,0
0.7,3,124.95,0.0,0
8.2,2,42.98,0.12885175,0
5.0,2,62.98,0.0,0
6.67,2,102.79,0.0,0
0.13,2,47.97,0.0,0
0.3,3,63.96,0.0,0
2.6,2,149.99,0.0,0
6.27,2,268.97,0.0,0
5.27,4,484.93,0.0550495,0
4.8,2,103.97,0.0454606,0
4.03,2,71.97,0.0,0
7.67,2,103.96,0.0,0
6.57,2,72.61,0.0,0
5.8,2,51.98,0.0,0
2.13,2,104.98,0.0,0
0.97,2,27.98,0.04548635,0
0.13,2,207.75,0.12115275,0
2.27,2,27.98,0.0,0
5.47,2,145.97,0.0,0
7.9,2,52.09,0.0,1
3.87,2,73.44,0.023821900000000003,0
5.23,2,253.97,0.0,0
4.4,2,196.87,0.0,0
1.33,2,107.05,0.0,0
4.63,3,67.8,0.0,0
7.53,3,111.98,0.0,0
4.7,3,77.62,0.0,0
3.33,2,60.72,0.0,0
2.4,2,194.98,0.0,0
8.1,3,60.79,0.0,1
5.17,2,65.01,0.0,0
3.57,2,795.44,0.0,0
8.77,2,579.98,0.0,0
1.97,2,170.56,0.0,0
5.87,2,297.96,0.0,0
1.67,2,275.84,0.0,0
0.67,2,111.68,0.0,0
8.1,2,295.43,0.0,0
5.53,2,83.97,0.0,0
3.37,2,170.89,0.0989903,0
7.63,2,189.98,0.0,0
2.23,2,295.96,0.0,0
6.2,3,117.95,0.0,0
6.13,2,61.68,0.0,0
2.63,2,87.49,0.0,0
3.53,2,71.48,0.0,0
5.47,2,39.98,0.09095039999999999,0
3.33,2,69.98,0.0,0
2.63,2,135.97,0.0,0
7.17,2,36.94,0.06524105,0
6.07,2,59.98,0.0,0
6.07,2,99.98,0.0833472,0
6.1,2,51.98,0.0,0
7.33,2,39.98,0.0,0
5.0,2,434.98,0.0,0
4.2,2,287.96,0.03247175,0
0.8,2,36.89,0.02011495,0
6.23,3,407.95,0.0314505,0
4.03,2,113.1,0.0,0
3.87,2,269.98,0.0,0
5.2,2,39.97,0.0,0
2.27,2,65.67,0.04771655,0
6.47,2,49.97,0.0,0
5.97,3,573.28,0.015879833330000002,0
1.03,2,303.0,0.0,0
6.87,2,49.82,0.0,0
5.37,2,15.5,0.0,0
4.53,2,115.99,0.0,0
4.9,2,287.96,0.0,0
3.43,3,129.98,0.0,0
5.13,2,303.97,0.0,0
6.9,2,51.98,0.0,0
4.6,2,139.99,0.0,0
0.27,2,308.98,0.0,0
0.27,3,88.52,0.0,0
6.43,2,279.98,0.0,0
4.1,3,198.94,0.0,0
1.63,2,68.44,0.0,0
6.6,2,73.16,0.036936699999999996,0
3.03,2,79.98,0.045462800000000005,0
7.57,3,134.2,0.07949869999999999,0
1.1,2,17.98,0.0,0
4.73,2,87.49,0.0,0
3.2,2,72.98,0.0,0
7.5,2,127.98,0.0,0
2.67,2,68.61,0.0,0
5.63,2,209.98,0.0,0
2.1,2,159.98,0.0,0
6.03,6,407.18,0.0,0
2.43,2,76.8,0.0,0
6.2,2,57.94,0.0,0
4.33,2,119.97,0.0,0
6.5,2,86.11,0.0,0
1.5,6,141.93,0.0,0
0.53,2,103.78,0.0845544,0
6.93,2,159.96,0.0,0
7.97,2,113.31,0.11924805,0
6.6,2,54.03,0.0,0
